ELEM          N11          N22          N12          M11          M22          M12          Q13          Q23
    12785     2898.8249074587297400     1069.7837955724783114        2.1800621289887414     -115.4773283225354135      -20.2065735573703478        1.0053568370912025        0.0137318074111737        0.0254927493138960
    12786     2898.9296944832503868     1069.7604909756119014        6.5440771937402449     -115.2114151412688443      -20.1091847030818371        3.0167523249699766        0.0413922144479317        0.0248305576513310
    12787     2899.1390371750380837     1069.7130814869785809       10.9190757087799923     -114.6761132727447148      -19.9137746922965562        5.0301220268037685        0.0694978758973117        0.0234886680191570
    12788     2899.4524916264394960     1069.6399195304372824       15.3123448531893960     -113.8649370619250476      -19.6193258347884694        7.0466059767052549        0.0983336889895656        0.0214380357501515
    12789     2899.8693947253373153     1069.5385409862567485       19.7310947157860390     -112.7683822515004977      -19.2243809886172130        9.0670869987319413        0.1281573488646114        0.0186322524219808
    12790     2900.3888735852983700     1069.4056691661244258       24.1824527175629704     -111.3741606827998112      -18.7271142745876205       11.0920805776328955        0.1592066771901797        0.0150099666152321
    12791     2901.0098484736404316     1069.2372239289270510       28.6734186745379915     -109.6674763925725529      -18.1254160514388332       13.1216343382527505        0.1916839565620064        0.0104957483633411
    12792     2901.7310436980687882     1069.0283374740888576       33.2108433909195284     -107.6314219932414744      -17.4170136748202822       15.1552352833737132        0.2257472390940967        0.0050019123061910
    12793     2902.5509974647739000     1068.7733701073561861       37.8013903566355012     -105.2474507516903941      -16.5996155284199176       17.1917245641527998        0.2615041581013767       -0.0015712679943589
    12794     2903.4680739098648701     1068.4659365425814030       42.4515089631625102     -102.4958609330228683      -15.6710561533377586       19.2292117613978775        0.2990158609073295       -0.0093346371462314
    12795     2904.4804772938659880     1068.0989361735191778       47.1673851601944776      -99.3563734929675775      -14.6294673238076030       21.2650003185162362        0.3382746264151958       -0.0184082049525384
    12796     2905.5862662271370027     1067.6645944692797912       51.9549160370995651      -95.8087433967189099      -13.4734560557949408       23.2955234555349122        0.3792197824341036       -0.0289191925025225
    12797     2906.7833710157810856     1067.1545124047854642       56.8196560907424839      -91.8333935781938635      -12.2022869973986872       25.3162904600616940        0.4217175611049240       -0.0410007014667695
    12798     2908.0696104413036664     1066.5597283419754149       61.7667824176392912      -87.4121067165920067      -10.8160769641051502       27.3218403030675887        0.4655709311933661       -0.0547896107128747
    12799     2909.4427120136488156     1065.8707908605392731       66.8010324069208679      -82.5287331968252147       -9.3159896028378171       29.3057125588941858        0.5105066574537295       -0.0704244777703669
    12800     2910.9003301752754851     1065.0778468943067310       71.9266721801521101      -77.1698793806726826       -7.7044170303245210       31.2604264071000415        0.5561924354362505       -0.0880433534790739
    12801     2912.4400679877471703     1064.1707422928434426       77.1474303622760260      -71.3256075227095607       -5.9851599084840927       33.1774765861351000        0.6022194412898705       -0.1077811419524830
