ELEM          N11          N22          N12          M11          M22          M12          Q13          Q23
     7521     2886.6509870489312561     1237.2409203802151296        0.0254011832458303     -260.4937939556875790      -74.8637229649721121        0.0168750974856634       -0.0098679904921017        0.0050974753990152
     7522     2886.7874904339846580     1237.4612538716830841        0.0764175373374413     -260.7277600649731539      -74.8611480556771767        0.0505213304715374       -0.0289053790821213        0.0051364071086811
     7523     2887.0602040099142869     1237.9010001595916037        0.1276162950511816     -261.1820142683341146      -74.8516366564949749        0.0846383354276892       -0.0458623210250652        0.0052147127052578
     7524     2887.4685417737318858     1238.5582898269140060        0.1791211350314505     -261.8293585028113739      -74.8265240960945448        0.1195352781049438       -0.0593734246916018        0.0053320284678277
     7525     2888.0116255564098537     1239.4302522924856476        0.2310560975833937     -262.6293054463167209      -74.7729316191912403        0.1555134300778780       -0.0681066651240601        0.0054885347858220
     7526     2888.6882861320359552     1240.5129377977693821        0.2835466055638319     -263.5284868991493568      -74.6739197773933938        0.1928628171616082       -0.0707821844302092        0.0056837780288912
     7527     2889.4970649621423036     1241.8012162775364686        0.3367246359780112     -264.4612150365851448      -74.5086985075158736        0.2318561332917759       -0.0661838717496989        0.0059172744451578
     7528     2890.4362163404193780     1243.2886556744940663        0.3907223926958281     -265.3501138935362178      -74.2528651802017521        0.2727496010504636       -0.0531655238474000        0.0061889476737657
     7529     2891.5037103397953615     1244.9673826988353085        0.4456745579096646     -266.1069270381512979      -73.8787050971930057        0.3157792270339755       -0.0306793621855579        0.0064977614347284
     7530     2892.6972366816216891     1246.8279294877315806        0.5017246841659981     -266.6334609706973424      -73.3555404422027095        0.3611524379792282        0.0022240855630473        0.0068425834592147
     7531     2894.0142097755910982     1248.8590703743816448        0.5590169312548786     -266.8226890648825247      -72.6501336709884526        0.4090507244494442        0.0463632110206819        0.0072221353683750
     7532     2895.4517746042811268     1251.0476531965352933        0.6176985994436419     -266.5599259991918188      -71.7271171335551116        0.4596221270710692        0.1024425196026077        0.0076342943390311
     7533     2897.0068140689318170     1253.3784300287252336        0.6779248211089596     -265.7241422748611512      -70.5494690758655452        0.5129783674953046        0.1710066926845588        0.0080765112337513
     7534     2898.6759581034757502     1255.8338924042318467        0.7398536191581159     -264.1894967718230873      -69.0790597971820262        0.5691921510430025        0.2524438190491118        0.0085458208396786
     7535     2900.4555941633807379     1258.3941165814101169        0.8036407123738312     -261.8269261964951511      -67.2772160166248341        0.6282952207814479        0.3469696946545573        0.0090386484018829
     7536     2902.3418793223268040     1261.0366244260294479        0.8694541982946231     -258.5057903002475541      -65.1053001932109510        0.6902728470860668        0.4546318524572043        0.0095501587061969
     7537     2904.3307544459830751     1263.7362654374169324        0.9374528978229603     -254.0957117139846559      -62.5253480256410512        0.7550602207278089        0.5752665668048984        0.0100749234313970
     7538     2906.4179602784633971     1266.4651254998564127        1.0078074647659083     -248.4685187460013367      -59.5007343881720772        0.8225413232011245        0.7085227059108046        0.0106069822842375
     7539     2908.5990553100573379     1269.1924677138442803        1.0806781306820579     -241.5001879454871414      -55.9968339366178043        0.8925464273257835        0.8538377286147508        0.0111390504572501
     7540     2910.8694355161060230     1271.8847106282084951        1.1562315570759929     -233.0729029765352607      -51.9817106831089859        0.9648474797200913        1.0104386584299916        0.0116629659392615
     7541     2913.2243559717580865     1274.5054484474385390        1.2346238460893677     -223.0771192617748966      -47.4268002688988872        1.0391585232379492        1.1773410340898931        0.0121696524908031
     7542     2915.6589541822254432     1277.0155175315157976        1.3160105834239819     -211.4136625404303231      -42.3075931446721825        1.1151321245284598        1.3533445759876697        0.0126491551271240
     7543     2918.1682749640858674     1279.3731127062987980        1.4005347075610233     -197.9958279379911801      -36.6043078498519208        1.1923607242439482        1.5370384750183517        0.0130906368615952
     7544     2920.7472966272935082     1281.5339564371083725        1.4883365421058667     -182.7514253209378694      -30.3025343526212509        1.2703740001944492        1.7268081265169490        0.0134823410255327
     7545     2923.3909581544626235     1283.4515226552612148        1.5795385278557477     -165.6247415476450442      -23.3938385858007223        1.3486404170407513        1.9208466719586366        0.0138118303773156
     7546     2926.0941871859745333     1285.0773165171719938        1.6742506399034247     -146.5784154996435973      -15.8763259398281207        1.4265673725130228        2.1171623518644909        0.0140661439262107
     7547     2928.8519283222799459     1286.3612099092872540        1.7725644691999174     -125.5951849775542541       -7.7551512488448680        1.5035045919534773        2.3135988871210569        0.0142318074943935
     7548     2931.6591715315439615     1287.2518317100170862        1.8745558058903942     -102.6794610841543545        0.9570396163067016        1.5787444562335262        2.5078518375944618        0.0142948860931651
     7549     2934.5109798804182901     1287.6970104627175715        1.9802733179788272      -77.8586634924859027       10.2397574124854600        1.6515263538053464        2.6975014492090330        0.0142415096480320
     7550     2937.4025166296087264     1287.6442660945040188        2.0897425845238433      -51.1843894224321048       20.0643834732370578        1.7210418941174592        2.8800149065996870        0.0140581786439149
     7551     2940.3290707530341024     1287.0413457539741557        2.2029614020658235      -22.7332391298436960       30.3940036086978580        1.7864412918794259        3.0528153693331754        0.0137316477606569
     7552     2943.2860807927322639     1285.8367980006521520        2.3198965817734765        7.3926267995848320       41.1833381070146061        1.8468366055579228        3.2132684794105519        0.0132490692351897
     7553     2946.2691564884930813     1283.9805783530937333        2.4404812039049686       39.0652038018738494       52.3787693174569995        1.9013107361744250        3.3587518732617423        0.0125989120629172
     7554     2949.2740974235994145     1281.4246777853188632        2.5646150773126051       72.1308161670813206       63.9185198061538813        1.9489267593801118        3.4866791720847381        0.0117709667976002
     7555     2952.2969089418120348     1278.1237652855868419        2.6921547954500316      106.4105796848311911       75.7329305854832455        1.9887361269650099        3.5945353841386369        0.0107564123946385
     7556     2955.3338144488607213     1274.0358345214826841        2.8229270750912887      141.7012390592149131       87.7448622675040042        2.0197893097360988        3.6799177459877876        0.0095484839187205
     7557     2958.3812640414489579     1269.1228436670517112        2.9567034734341910      177.7764336434042889       99.8702324878045147        2.0411462785419436        3.7405818744431767        0.0081425276926078
     7558     2961.4359390919908037     1263.3513376771843468        3.0932274119041727      214.3883407209409597      112.0186735964346099        2.0518886956800064        3.7744718300794835        0.0065363236491525
     7559     2964.4947531054544925     1256.6930413255195162        3.2321860606644526      251.2696434388294620      124.0942909658788267        2.0511316353640203        3.7797558737578538        0.0047304473850264
     7560     2967.5548479272533768     1249.1254116173802231        3.3732302171107236      288.1359543898274751      135.9965594655070618        2.0380372966251881        3.7548817188138779        0.0027284748870150
     7561     2970.6135864076914004     1240.6321384704633601        3.5159616129286246      324.6885015134976129      147.6212967771689364        2.0118273366527917        3.6985741531735892        0.0005370608957820
     7562     2973.6685408920393456     1231.2035828629016123        3.6599414335294984      360.6171272386491182      158.8617262999630384        1.9717968477096655        3.6098999229755036       -0.0018338129385861
     7563     2976.7174778084690843     1220.8371420769456108        3.8046821909136064      395.6036672038103461      169.6096473416973822        1.9173268161632695        3.4882776065508962       -0.0043708012657619
     7564     2979.7583391250113891     1209.5375335700286996        3.9496604453151605      429.3254552640528345      179.7566331353430087        1.8478982096330281        3.3334925928937480       -0.0070571866802502
     7565     2982.7892208255689184     1197.3169891170894061        4.0943073365539187      461.4590379356604899      189.1952796086882245        1.7631034419296014        3.1457228524536283       -0.0098728563865068
     7566     2985.8083487068697650     1184.1953530272505759        4.2380191979923714      491.6840546650150827      197.8204900313244252        1.6626594638928518        2.9255447820957765       -0.0127944006366056
